seed,heldout_pair,test_rows,test_segments,test_systems,pearson,spearman,kendall,system_pearson,system_spearman,pairwise_accuracy,top1_accuracy,baseline_pearson,baseline_spearman,baseline_system_spearman,baseline_pairwise_accuracy,baseline_top1_accuracy,gold_mean,pred_mean,best_epoch,completed_epochs,best_valid_loss,checkpoint_path
3,en-de,144805,4854,82,0.32215396980287925,0.595483160776069,0.4586836831534311,0.5004557380438037,0.506992740610137,0.6275139439745916,0.9184177997527813,nan,nan,nan,0.0,0.6858261227853317,-1.5383584820966127,-1.99605159487029,8,13,0.6510601207918051,revision_analysis/google_mqm_charcnn_outputs_extended/checkpoints/charcnn_seed3_ende.pt
3,en-es,11273,623,15,0.31214115308476753,0.6216095256205152,0.4926231618688992,0.8699924065787055,0.6214285714285712,0.669006325239747,0.8539325842696629,nan,nan,nan,0.0,0.5971107544141252,-1.0700789497028298,-1.468936317986206,6,11,0.723063438013196,revision_analysis/google_mqm_charcnn_outputs_extended/checkpoints/charcnn_seed3_enes.pt
3,he-en,12427,751,13,0.43331302463502014,0.7948350862973877,0.6261560351629585,0.9806791607042904,0.9780219780219779,0.7853658536585366,0.966711051930759,nan,nan,nan,0.0,0.6098535286284953,-2.623883479520399,-1.7329250414680186,5,10,0.6615469010594563,revision_analysis/google_mqm_charcnn_outputs_extended/checkpoints/charcnn_seed3_heen.pt
3,ja-zh,12806,560,15,0.5592400263348097,0.7279199993074644,0.5730185473275442,0.9512438402187094,0.9571428571428571,0.7551161262050833,0.9714285714285714,nan,nan,nan,0.0,0.5,-1.8021240043729503,-3.407932384226744,5,10,0.6785922960027472,revision_analysis/google_mqm_charcnn_outputs_extended/checkpoints/charcnn_seed3_jazh.pt
3,zh-en,222178,5824,72,0.3439440200302563,0.46581228778947287,0.36296504368260174,0.3969807196995658,0.251077239693871,0.6469899638094447,0.9699519230769231,nan,nan,nan,0.0,0.5039491758241759,-2.482617540890637,-2.0488202915085605,3,8,0.7015106581352852,revision_analysis/google_mqm_charcnn_outputs_extended/checkpoints/charcnn_seed3_zhen.pt
4,en-de,144805,4854,82,0.3580962378737281,0.6031698671540915,0.4651288435254565,0.39223735899305845,0.4126968578922737,0.63333324669789,0.9182117840955912,nan,nan,nan,0.0,0.6858261227853317,-1.5383584820966127,-2.042814490675025,2,7,0.6401998166944466,revision_analysis/google_mqm_charcnn_outputs_extended/checkpoints/charcnn_seed4_ende.pt
4,en-es,11273,623,15,0.3272083242146468,0.6469227250032288,0.5165440045732667,0.8834883021713286,0.6321428571428571,0.6583554376657825,0.8892455858747994,nan,nan,nan,0.0,0.5971107544141252,-1.0700789497028298,-1.3515398287999432,5,10,0.7252058886088334,revision_analysis/google_mqm_charcnn_outputs_extended/checkpoints/charcnn_seed4_enes.pt
4,he-en,12427,751,13,0.457001413046395,0.8085313969923794,0.6412192635596706,0.9785323291715277,0.9835164835164836,0.7880095514241856,0.9813581890812251,nan,nan,nan,0.0,0.6098535286284953,-2.623883479520399,-2.195672889021326,1,6,0.6825728432337443,revision_analysis/google_mqm_charcnn_outputs_extended/checkpoints/charcnn_seed4_heen.pt
4,ja-zh,12806,560,15,0.5517979833689173,0.7136827306942523,0.5543255274655113,0.9659072894804116,0.9749999999999999,0.7134750219106047,0.975,nan,nan,nan,0.0,0.5,-1.8021240043729503,-3.01260927468003,8,13,0.707011132658302,revision_analysis/google_mqm_charcnn_outputs_extended/checkpoints/charcnn_seed4_jazh.pt
4,zh-en,222178,5824,72,0.300407277391325,0.45851633419815757,0.3562873326208818,0.38052974198280864,0.25448581902373146,0.637963090849208,0.9692651098901099,nan,nan,nan,0.0,0.5039491758241759,-2.482617540890637,-1.5340778140394118,8,13,0.8230708663662275,revision_analysis/google_mqm_charcnn_outputs_extended/checkpoints/charcnn_seed4_zhen.pt
5,en-de,144805,4854,82,0.35808282608428643,0.6023826379334053,0.4644364232773981,0.43883907832198127,0.4611073018360705,0.6287764389713947,0.9219200659250103,nan,nan,nan,0.0,0.6858261227853317,-1.5383584820966127,-1.9563841396082642,5,10,0.6445656037330627,revision_analysis/google_mqm_charcnn_outputs_extended/checkpoints/charcnn_seed5_ende.pt
5,en-es,11273,623,15,0.35638470952832313,0.6848971305204511,0.5429487455077392,0.9079047694107395,0.6964285714285713,0.7344827586206897,0.9165329052969502,nan,nan,nan,0.0,0.5971107544141252,-1.0700789497028298,-1.4310098529274415,3,8,0.7000080316881591,revision_analysis/google_mqm_charcnn_outputs_extended/checkpoints/charcnn_seed5_enes.pt
5,he-en,12427,751,13,0.43982090583164885,0.7992075748049192,0.6293093765508624,0.978500119048258,0.9615384615384615,0.7704758655978168,0.9773635153129161,nan,nan,nan,0.0,0.6098535286284953,-2.623883479520399,-2.062078142968093,5,10,0.7140008863303569,revision_analysis/google_mqm_charcnn_outputs_extended/checkpoints/charcnn_seed5_heen.pt
5,ja-zh,12806,560,15,0.5547355823999714,0.7108453403862818,0.5507153074156341,0.9618168186767414,0.982142857142857,0.7009092900964067,0.9785714285714285,nan,nan,nan,0.0,0.5,-1.8021240043729503,-3.0641654902987976,3,8,0.7558068257647675,revision_analysis/google_mqm_charcnn_outputs_extended/checkpoints/charcnn_seed5_jazh.pt
5,zh-en,222178,5824,72,0.3724993865136266,0.46761308803549817,0.36424248561227307,0.3399292385199033,0.26030612901151207,0.6508611072745237,0.9689217032967034,nan,nan,nan,0.0,0.5039491758241759,-2.482617540890637,-2.1105940599978354,1,6,0.8970437265104718,revision_analysis/google_mqm_charcnn_outputs_extended/checkpoints/charcnn_seed5_zhen.pt
