seed,heldout_pair,test_rows,test_segments,test_systems,pearson,spearman,kendall,system_pearson,system_spearman,pairwise_accuracy,top1_accuracy,baseline_pearson,baseline_spearman,baseline_system_spearman,baseline_pairwise_accuracy,baseline_top1_accuracy,gold_mean,pred_mean,best_epoch,completed_epochs,best_valid_loss,checkpoint_path
1,en-de,144805,4854,82,0.37864386433899444,0.600392080002211,0.4627512696560955,0.6762146261721982,0.7474559484550669,0.6325593756010334,0.9182117840955912,nan,nan,nan,0.0,0.6858261227853317,-1.5383584820966127,-1.7678325894162048,3,6,0.6531977555802408,revision_analysis/google_mqm_charcnn_outputs_full_ckpt/checkpoints/charcnn_seed1_ende.pt
1,en-es,11273,623,15,0.317855912119338,0.6543372575189984,0.5183903663774136,0.8812011763247003,0.6035714285714285,0.7108957355641706,0.8956661316211878,nan,nan,nan,0.0,0.5971107544141252,-1.0700789497028298,-1.5052375156116138,5,8,0.7118478552861647,revision_analysis/google_mqm_charcnn_outputs_full_ckpt/checkpoints/charcnn_seed1_enes.pt
1,he-en,12427,751,13,0.4160816805363982,0.7867897915562968,0.615984405850996,0.9721479144015291,0.9725274725274725,0.7636363636363637,0.9693741677762983,nan,nan,nan,0.0,0.6098535286284953,-2.623883479520399,-1.8889715670675957,6,8,0.715579328960494,revision_analysis/google_mqm_charcnn_outputs_full_ckpt/checkpoints/charcnn_seed1_heen.pt
1,ja-zh,12806,560,15,0.5918371764281009,0.7326914927745082,0.575358810329453,0.9651376611852015,0.9607142857142855,0.7282318141980718,0.9803571428571428,nan,nan,nan,0.0,0.5,-1.8021240043729503,-3.7152448695245504,3,6,0.7338863820224614,revision_analysis/google_mqm_charcnn_outputs_full_ckpt/checkpoints/charcnn_seed1_jazh.pt
1,zh-en,222178,5824,72,0.37573267618315925,0.476122353699025,0.37485144568165807,0.42415089324047645,0.2730400668853303,0.6229369757625338,0.9708104395604396,nan,nan,nan,0.0,0.5039491758241759,-2.482617540890637,-1.8132003071390463,2,5,0.8442432002441304,revision_analysis/google_mqm_charcnn_outputs_full_ckpt/checkpoints/charcnn_seed1_zhen.pt
2,en-de,144805,4854,82,0.325318128510834,0.5968655822182843,0.4596270025873343,0.4425187466866423,0.47022779464742437,0.6249200788035992,0.9204779563246807,nan,nan,nan,0.0,0.6858261227853317,-1.5383584820966127,-1.7948562941240518,5,8,0.7065321986491864,revision_analysis/google_mqm_charcnn_outputs_full_ckpt/checkpoints/charcnn_seed2_ende.pt
2,en-es,11273,623,15,0.33430318112253615,0.663366653944319,0.5253430254783474,0.9044290995295696,0.6892857142857142,0.7380534584778616,0.8940609951845907,nan,nan,nan,0.0,0.5971107544141252,-1.0700789497028298,-1.631770957682662,3,6,0.7305978250193905,revision_analysis/google_mqm_charcnn_outputs_full_ckpt/checkpoints/charcnn_seed2_enes.pt
2,he-en,12427,751,13,0.4393252459867531,0.8007437994752671,0.631164202160556,0.9798017891545306,0.9780219780219779,0.7811359372334982,0.9747003994673769,nan,nan,nan,0.0,0.6098535286284953,-2.623883479520399,-1.8149073531048827,1,4,0.6785865057455865,revision_analysis/google_mqm_charcnn_outputs_full_ckpt/checkpoints/charcnn_seed2_heen.pt
2,ja-zh,12806,560,15,0.5871546780922294,0.7203531572614458,0.5614093095852679,0.9621015348349031,0.9678571428571429,0.7104623137598598,0.9714285714285714,nan,nan,nan,0.0,0.5,-1.8021240043729503,-2.9868473559268915,3,6,0.7467849310729411,revision_analysis/google_mqm_charcnn_outputs_full_ckpt/checkpoints/charcnn_seed2_jazh.pt
2,zh-en,222178,5824,72,0.3918787368582886,0.4763196025165352,0.372098405642953,0.44538765712527173,0.29127275065920644,0.6477069495460325,0.9730425824175825,nan,nan,nan,0.0,0.5039491758241759,-2.482617540890637,-1.9084734249019377,1,4,0.8076464691095881,revision_analysis/google_mqm_charcnn_outputs_full_ckpt/checkpoints/charcnn_seed2_zhen.pt
